node,capital
0x125805bB0C06fE5D99Ad71f065Ee0bE42914212C,204.80603239812177
0x1259A5C23D9aFE520590372F6e4999d917bC285D,1340.010133415977
0x1259c13FB515869a92BB1dfC0f4f692418d3181a,7.685698420493861
0x125EaE40D9898610C926bb5fcEE9529D9ac885aF,9.254976571624482
0x126158f9734d1a4B69EEc76Fa3C8783353C000DF,45107.24544677624
0x1268ac2b32b7eC9261e37B3957D04b56d8A9e298,3234906.286196076
0x126CF991a5156e0E98c4beE3ed8E80957BAaa10e,439993.6067121136
0x126FE2743088e3D6717666c3F4d2F29eb77Ccd26,75178.14763815799
0x126a0231E89cF5Cb1288C3c6eE1e421a6c3394E5,69755.36451915634
0x126a707EefFb3f7fFd02DDF714B3adB8a2B2b41D,32929.02871465485
0x12710d1D108C61Da1cC14FCBE9540F08Cb1cFA79,75.23647405152164
0x1271836313a2B692858F96D88118176E72d9eD74,1111312.8226984465
0x1271CAba4bf23f8Fb31F97448605d65EE302CA51,791.3863357151339
0x127215368D7a1D744acD732aa1d9Ab699eF306B8,897.1289739420527
0x1274416911003d416568749865F7cee3cE62386b,201903.52890787172
0x1274f8344dd18752bB9fac53a1C8C55ace58D6cc,24.214942447124645
0x1279390b236574Bc570847968f94eEdA205fBe03,9840.674972989256
0x127d6C87C19EDAA4327d59De912F610384B960FE,3134.6817961584707
0x1283268daC423f98271Ce629F876981E0d983a75,21961.3394067729
0x12878ABb6107750C963Cd782792AB3c2E934cd65,310.28637108744897
0x128BA3C80fF13E1DAFd9746f93010419F05Afb5A,674.2377022810032
0x128D456203C4EAfa0D996904389fAd7204595391,330632.92159772484
0x128D525C25061f664bBA8917240af8FE949ca1cA,34719.34949274033
0x128c42659aEf896fd93ebd2B6bb02BE0F991d064,234103.4061451461
0x128e085eB3Fcb40F1bD12d199969296Dff0F9c2B,93.92703027057082
0x129210dF16cF5ee767e26D57D2Acf097c9EEa967,2753.0521013672105
0x12959F938A6ab2D0F10e992470b6e19807a95477,81703.48633738438
0x1298c407C02fa9865d18092008cC29d6676885ee,562353.7482480686
0x129977c1698333881eeE209468D65E7b4A2F93A4,108063.87150257036
0x129C2cf3500fD4A40c555c8dD586C51E822e10eC,5076434.728221246
0x12A1E6399b59e8e3d92b82C4569c9948b408a928,18095.694852752786
0x12AB8A541CF3B3970FDbBb4e8fD88379771E5Ff0,4089.324722624902
0x12AD5254818B0F85E9383699d5eB17b7DB95CB2F,316.3180576577537
0x12B54f007bcCDDeB5abE28f1A8B60D04431afdBe,795.3178045741747
0x12B84D5e43cD8d47A6AE5952487a6F8c947DBC56,213.8422456533342
0x12B89eb82a9647bFF2Ba181a11CAAC2B7c33A6c1,143.79629934748118
0x12BA27C107A4A76145Cb5eB5c27BA98Dff2Ca748,77.26795815581531
0x12Bbef5409872C6e9C879FC4929084a85c840F53,32480.68372503086
0x12C6C9C1FB2DEBEA3Aa97f04709748253ea72Ee9,833.6713563582556
0x12D0F12D98BBC9187667F7996BFDD51648Fdc360,1477.2595554532115
0x12D73beE50F0b9E06B35Fdef93E563C965796482,12809.127012033992
0x12D81dA336DBfB93129380F1b2ACd6B9254655Ae,6.431448345226691
0x12D9b3D623543ec0B825650E4Da36a44E852d34e,29437.96337428309
0x12DcFcbfa345a02f0A180A82c7Fc3596bE2e48ac,165155.84886109232
0x12Dec026d5826F95bA23957529B36a386E085583,58824.32997781758
0x12EB84208f0E49E40c0aCB9A25A2905cE9f9E91f,2547079.8324874984
0x12ED48AaAE0fBd86d8cf15B96C264fB0F3e3E9A8,8.524961532296505
0x12EaA590C6875acA9259688e41efb744546D6b6D,146774.61793998023
0x12F119f9849e99316101496aB7847C22508c6b71,239.54820008111253
0x12F24Ea669477d94a91E356456D0eb058698eb75,2454.5547917466683
0x12F388A3C33CdEB229d0aE5b20b14607563668E0,167.46660288128737
0x12F6b0dc256a96FbCb363c52D7e5d12fb4221810,4126.894978696447
0x12FA14C9F49CeE96c4F6ba8c7497F7Ef825cAe37,24974.283455593883
0x12FDC78A45a9dF4cF8aC2599336C05d5B0587E64,860.1746655661091
0x12Fd31AfBF782Af2d30985eDfA465ad14C1a37dF,311945.5532474355
0x12a24f5D943f80EF6D663a5B4991Ff97bB287FE9,3041.3651560399453
0x12a3C78B34BAc2224db56466E23B3856FDa0aFd8,31.32611671764294
0x12aEc257CAE91e6Fe63d8a265688Ed872CBe0e47,1067288.971062974
0x12b7c8e78990010CfA431E8cF6B3dfdb188F8FeE,653343.5535529357
0x12ba0d9F6D1B94ec9F26A99Ac3C6Af044FEe186d,5.30654948233444
0x12bc7bEFC3035F64cdC8B16A91D74d6E816D663E,9745359.800971055
0x12bececbA0C43F882cd73D594e4739333a05Bc60,2860.4515973321945
0x12c0d0B9F6859Fc1dD155d8BE0eb026618D3bf4b,485.39292902155336
0x12c8b50471F3104443398b1F7B4140f7f027dC47,5.101114997104388
0x12c9c42D8Fb9b3c147Abf3D24B7eBA38E0393E44,710646.3514916031
0x12dcDD86709B4855990D69000bA766B7B470199b,2524120.8437606352
0x12e4d25a2e546ff7d06fcF0E2F54ce51039B39F3,8826.254948981205
0x12eC2Db504936f335767D805860Bc8489cCC2F31,2183310.9583812696
0x12f6f1C30293b7D2cE8e0D4C3466D9F9eD098F3F,53168.726158832615
0x12fA2A8bc93E1b6bed78738ecA6c8EbE6E4A06f4,88.58358842176091
0x12fae351b4b482329e32367EE933D325637F092E,25550.175742335363
0x12fde5B520c45c1306c34A91ca9e0AF8D96cea34,193196.24783208285
0x12fecF8dC6a42cDD7e85C886341f686C68C2eFe6,8409.868514826696
0x1300EA417b5B19d311687Bc1390356382Bd79b69,6.206063339517998
0x130289D6d80Ac50C2e08E8a52A4FD5E2Bd5C133c,956700.2734486714
0x130401F4C27EE92989f1507F84569e21afa1436d,62440.40444966292
0x130903A0738d2c602e409287008327117C348c82,11829.44177805629
0x1309c3c3AFE91FcA720992a21E2f30664cce4DE3,1744.44427415503
0x130b261DA8c75ED5103625577ABdef1d0421A161,1630288.3229667752
0x130e88872448abbE48F68DDB42bceC8F5F581d1c,12.893874441263517
0x13107413dBA389BFD81a8101ff2a269B8Ec92c5b,214.00891843091688
0x13134B8d770907eCb263cB88a67F9AF833007aFc,4684226.709161
0x131399c496E831fee77E78b96ac9d075c7D51449,2461806.6854082583
0x13148cE7C089c69B91E460f6706C2C473Fa6817d,268334.7047824575
0x131783BDBeA35D53722B643d49e971f6A4814aD9,453.7304534667813
0x13185560b37307FF78776e10ED1a99C5941C36F0,6119.97030564373
0x1319a7Fb23f178c69948f87FB9D800a504610Fb5,391727.2358244953
0x131B94fD336C4f005Cf2578Ab654b96fdF457bE2,18956.943630797065
0x131F1D9Ce025ffe96a942c631CfdB2b8Cf176091,7434.05370736417
0x131cA3bf601AD333f668713DF28fe4F96Fdb9b07,5812314.784006486
0x13201ed5b70A34DB54ED268B3D9c44b8Ed1B26E0,6.003638114423119
0x13224D02780F13214B6f2B293c18f74E2DeD2122,1.9976981953449595
0x1324632A5D86f6e2Fb7b669ad4aE7451A395A4E5,73.68428196934453
0x132Acf08cFe0324513aFabC89482D79589B016e5,5908.717979817784
0x132d1b8fBF8B73b75924FFa9ff4aaa6Aa4ed35E5,124.58376629244674
0x132e0544fA7c900E3b294a84c485AA371c1871b2,5148.935054389993
0x1330A679a6317FaFcE9463DF73E9D85F20B7F5C6,31665.158080326837
0x133181b440f2c838663bf81F368f340242dE9b31,12.638327546922318
0x133289557d457f9EdDD07989ab0920005c686181,4472415.602013124
0x13372898B281Ab0Cb14E0ac3cc7bFd94Bf178726,10.5370781166076
0x13375C2d4DFbceC985D0fe6c628E39370Bfd7875,274482.9864514901
0x133776485eCd647ABb34C6050d0d0248a1e36068,1001.1262146557106
0x13384E4311dA69087598fE5AcCac1fB1157bA669,95549.13953988125
0x133aD1B948bAdb72ea0CFbB5a724B5B77c9B6311,2782.441210936778
0x13477799d9AEAf9c5FB50311B11942674f5c889d,2587.736137736684
0x1348EA8E35236AA0769b91ae291e7291117bf15C,120.87877603402175
0x1352F153909c749135a7d48c2E8b5D7Ca3Dd5b2c,12767.39734993414
0x1352f0f7e48e58E38D4498dd4Fb95a60a9Efa1e2,16520.91900592283
0x13537830caD96205cA394123907763608d00f490,4248.421258748967
0x135410703c16e28de0d09D2AAC0eC126E626309f,35977.10830326496
0x135472bCd47ea9483Df13bd50f38c4A1Ca2C21f7,7226.516608965289
0x1354883aba3C548f3943E26E839849ff8E93d5D0,33107.600640978664
0x13598990D34d5bD8925ca98Aa6dD533358f92020,40438.982677234206
0x135C0f6262C5Ed642e6624ba5aBDb470d8ba557f,16649.519548757497
0x135C811996b6f9D99F96bD4D1FE6124C36167791,10539.493217202196
0x135Dd805683399Ad21C4CBDe56394064eB982433,75332.60611018729
0x135F77Bb06540fC7020da0d6e3F51714E1F58066,48.968348429614736
0x136031C322BEeD30c90891e44D60EC79C2D54B88,1345.5992794020626
0x13629A482e3f5053049119C242e778E62811332b,177908.68427437174
0x1367add7E61209ff17115BE61F24Feeb57215dcB,163050.57125101547
0x136E7C56549e627f305b223cc12705a798c3f2E5,279.80406383564446
0x136edAfEC835282851A8eFA757dC4EB1C4500a3F,2841079.14327004
0x137570E599E0205Aeb37F53eB564c08e466cca22,27288.873308109
0x1379985A39F6264E54d1901Ec797680b1e046D12,85867.9121925384
0x137A35dE164C10230FC08374d88a31b1D2330645,173243.72031863764
0x137aAE40C55E331D8f02A3d4402b22CE819a74E0,9911.873554732014
0x138024601469DF4ad0716Db874D3dA8AcDdcEB82,5.78067575282505
0x1383FF36E9c47065c81c7054276De5E224dF4259,1051.6565115897984
0x138716cddCbE9c83e32A5488d0Aa0ad76da0dcB9,232.32050471409408
0x138E3589fb7C296d8550C16Cef477F5b5B025666,128360.81661234368
0x13906045E62f0C0aa6B01fd14CA164817e3e474F,97543.73028111889
0x1390DDBC7164B16abe0ACaB19C67affe64C40A92,626633.262684264
0x1391C4C4e845d0E5aE0f80d7072389B4D1d8B064,44698.14322746208
0x13939D994b1A27753de29ADdDB56d175E846608B,43054209.30267241
0x1399C8C62Af2d49590E72501D65fc34b31b6529e,48.828504311837605
0x139D2fED7122Ca82Ad2c6c45Abd65dDEC92e7519,56.78394165842349
0x139bd60ED66005C11B0791c3fE559eBCc3c283a3,607.4021697810678
0x139c238D822a7132557727Be6d442D4476E797f0,6166398.453889117
0x13A5DF6Aa37BA9Af67ccC89eB78F6aABe6B66C4C,3583665.0982174594
0x13A6b2457B3C3017B0bE70c3028170D6a7f918B2,2784.6937962769184
0x13ACBc03fA07868294A764a1A875d684e435DFE1,63.69437232127076
0x13Ab87f7e3eeEf836AE145CA578012b63Dad3E80,14.102274496732973
0x13BC6d5DEBC04eeAaaEdaeD207355Eb477d6c5Fa,72.00137612551013
0x13C39fC3A92378b6Cb354EF8745b291d88e61EBF,32232.744931081677
0x13C88D54899938Bb0AcdA33bf957b6D76d91562C,67865.21200051508
0x13D68971091ED420C029B458ec061725b597eaa6,129342.0802453381
0x13Ddd22563166810F71AfBBffEAA1F83c490512A,9.73233249146988
0x13E1E72A57E58b710F60d801268C572e4283b551,3736285.2821738976
0x13E5f89515B0C781B7118b5dAEEde7Da4BCf9d7b,26050.41820535708
0x13E8c1CaC5384218740dEB7854af95Afa0638968,10074.126470668149
0x13EE0729564f09f8dd585cE40125dda3A6bBc9eC,60.98093644994344
0x13Ec6D20E68a518E2e5ef2b761F096237EAdA171,857.418873054889
0x13F3fB05D5c1FcaeedC4E595c9Fe3344A9B961b1,13988.092224911716
0x13F6E0800Ec21655837A67257c4d781d8bDbe9c9,121096.71911734974
0x13a1Ba3979Ad43Dd860724068e39d9FcCF2e5Ba2,9341.098662075668
0x13a4246645B45DaFecDb1e0ce4aB39591D6733DA,1750.2947042698622
0x13aff6B6d6Ad092e8D552Af8FbdE6203770ad0eB,3354620.94693054
0x13b83994Af8d34887a9076a95be0EE4e209c552e,32554.34267050763
0x13b8977E686036eB59e524b4826B853373d1cC73,664.3778729243456
0x13b9d2AC01eAB8b07b0b465edBa16d41B41fc74d,26578.24936648871
0x13d30Ff2f006d798B949A1cdA2bFAD05cFF46102,26987.59656674431
0x13d67Ee632f7B41c370EE6c613267C1E754372b7,118596.47217533784
0x13dd4C65252274A442428039Ae815F3a13e84Ff3,14877.324266867754
0x13f14A57A0ECeb061ad6CC508A482f1d0b1e1031,8.952572689784239
0x13f27C13581adE3a865c6a516B27C017C9A98616,31.916657279209105
0x13f3444bD428Ac8D6C702417a16B0672eA545Be0,48.69870042492015
0x13f4736D1591FE6F59a9372bD6f38D02b71baA89,12.325899914990355
0x13f5013f0d92Ee6f4A08Eef2631F0d82d89b0EBd,62.02698269023506
0x13f6fa4102D74f40219c026f747aF4Bda3E13B20,76104.78070580482
0x13f953FF0A90bB7515532B896444805DB5bf9beB,50639.31329602741
0x13fDfBE2f4eB8d02700d3293f7489F2259471A16,4283.991592086442
0x13fb434276360DEEfC4914Bd2bDce045a9c5a719,101161.39635674644
0x1405ed191F2A315406449F0aace8978817ba9D39,1474.2581479537516
0x1409AEc83c671F4dE95215BDcca5AFdaf5086Ef5,1725.572786316859
0x140F151a8f56251A3B12C76EaE16F9E17C29A6aF,2777.686241358382
0x140a1773d1A44393A4dc5397285B2E0ca86dfF5B,54720.3437057578
0x140a29be6fD059998D604Ffc6d322Cd5C6e34317,35631.813343690825
0x1413B0ed6958Db955eF50677023e832881F86400,109915.54411125764
0x1414F9916D99cab5d33a39F3db11c8fD86Cc6A3F,20341.455067747174
0x1415D6586E2dD9Cd5cfE3ff0C086c26356DB888e,106855.92190032853
0x1416b54a6B4d7D2C1a23A441a4C5AF4076982c82,602783.2842456596
0x14191C1C860b35A5465ae7b3b51ca19B36ae6c00,1532885.0303628617
0x1419E75330C71ce463102e6A1Eb62FE80b412D5f,2154089.023708187
0x141AfA0b14c7fbA60A44F409b3e159Fc2522028E,4232.639560750267
0x141F59a0283303a6B882b4d6973e418F8d75F9B3,1937357.4199092411
0x141FeF8cd8397a390AFe94846c8bD6F4ab981c48,1606.7084649825836
0x141c32237379178D7fea1C3aa02D5A66DF774aB2,184264.24400625087
0x14246F4BbaFb87CCebAC17609054C6A188eD8CFD,1804868.0678180535
0x1425D89f234F9006169a28DFf8175C735CB702cb,1374994.1282724128
0x1428BD476719AeCD9db6A21396A9E1C3865A9382,78065.54949023778
0x1429a214655e099F2E1df04616204Cb7E7042d17,1222.5330222401735
0x142A7D57CB12C4424b3734675ed9eFAC35e257Dd,61273.92611298164
0x142CB0888aE107688024bab3f808e309d78f960f,246.31015752867188
0x142fE189f8560f77aD40Ab249401c7E2aAC1B9Ca,2229.574444973656
0x14317Db38f1468bf6c4437eF5001d4168c59092C,5.476133884371734
0x14375A4779BAaB28c207405D11db80f7b6e0530A,269906.6334185284
0x143D78ba3Aa9dCC052FC8A6802b786Abd36d9461,69747.65658293811
0x143DE2C68d349449B2e30EeE5d0f81dDFA2D2cE7,40546.8136253869
0x143DE33B167a87e37ccA4e66d1a3e17166E154D2,93438.18913566024
0x1442bd4F8ae664C561c2Ed73b3B7cE5879A99F13,6224736.755488332
0x1445D04EC3c7A6AD45d9224a4370E1CF96dC8724,89.61812123760723
0x144E4a89b9DDD5D0a61D6baf8a6340171e54e3ce,45361.11980839161
0x144e9c479CE1a6a239579b19960A34A244cA981e,397551.3889552853
0x1452cEf52859480002430dB583f02E6bb6f7A598,8861.695682017353
0x145478469e06F62a8e63F49B885f328d414CB8d9,46077.60531836579
0x1454950Fd8978c4174ac881aEC1498825F5b2CF9,5133.372051984572
0x145B93F975FAf40e632322c78953f339B8da9F71,319643.2245283202
0x146113e0eC17bD31739517783E843DEe6221997C,236994.05789801333
0x1462824E3F8B1C524A728c0F01C99051aEdaBC5F,895.1292174432754
0x1465C33E00391Bd7FFdE6EDfA067E4Ea8C51a11f,126334.89030967998
0x14691F387F613a054cCb49A21DcADA02eD031d95,92890.23451715472
0x146BaC7E583B36fF0089E1c68d81177c1Ac15984,50.18819333604108
0x146C2D6565337168E4365add510A2984cFfb588f,1580.2407249379758
0x146d5A8371AC41798B7b362B4aC7FBC03f3075d7,39760.31277943485
0x146fE4091f9EBCef37f407C0e87B01EDcAE24c11,3598.2970621821287
0x146fbf0867Dd77Fc9e35a359e9A5d03fC9F35FD4,18.075564527344653
0x1476150F7e364eaBAF3D9d0D55248dc5E23f23C5,22.2671270646
0x14785dAAfdb4C84CF67A6aDa5B5868F3A43342d9,33.49134483547506
0x147B1ba85C60d53334f9c2c6Ab65638F17704457,4682.791485285281
0x147f6C57D242FC785F1D44594c286930EA2BfDbd,83572.29854914622
0x1483dbCF6743c62565049a1d1D293aEA737b9F97,9194.767909317325
0x148416424361ef5220b2f3b87dF7B6BaF58d75De,111575.1647167222
0x14868E4931FFCF7200d6DCce0439AC7E31fe1A53,5595.445693241432
0x148A24E7619ca3c023B7755CA2F2d8e00eF916F7,36088.81888564512
0x148A9Cbd011920049EC12014Dee5fc1865938975,176797.0964567004
0x148B1d41480d5b9479094aB985bF5ea96822CBA9,602.7059401850457
0x148F5B55BF37ebB1335942a310Bfcce7056F1D47,831.5360762844581
0x148eAff413eE97Ca311351572e6cA918A7ffEfa7,28164.67240296372
0x148fFd93D8934bc85EA6e12C56eAF4709a5C6800,33713.45736922207
0x1490318dD1C926970eD946a35F018196C68cC6c3,119024.56092163904
0x149154a06E089E19c0B6995bb55CbF884e96fbC7,189.099444532981
0x1493350A43C73d1C0DA38FC3340E6f69e1C3380D,1366756.9667639136
0x149444f48700240D2D2793fe8Dd3Dd0509d211D9,276.3344213419484
0x14946C819241b67B5392F7A7BD169c9D553199b9,42.69313069479
0x1494DaA9215A201115D75B02c5FA5bf6f4fAF0D0,36.01311070516792
0x14968D8B4Eb966848ff78e9C17F65E9F1AFBB820,75.57099648788086
0x149EE12310D499F701B6A5714eDAd2C832008fd2,95510.65969123844
0x14AFEc3C17213fd9dB636E6e58d353F7A2d103bf,87567.81092137375
0x14AaADbe1706a85956Ea503D2bFf4ED8f557D9F3,27017.26246234018
0x14BE74EE91d51A048D8C88d0A09C4D14646D81f5,3504.940496923165
0x14C32A94d825b0fBfc1A7024282F6BcAAA3082D1,46.53168088568447
0x14C48E5A60c38Fd3d91CBF9E4680ECE7322F0bBd,17.217905256239998
0x14C624428F50785e26d94779769E3b0F3340b280,906291.065087387
0x14D22Cb913Aaf598429CB9C4e1DA3Efb891A053C,2665.0485052101503
0x14D74dbA5992b2FD70E9AD4b98A01eC59BbE789f,779.6509570100902
0x14D8D5E882Eb9C1773c00F87745e7Ae7d9A48A62,19379.63764827124
0x14E23B3a765C1609bf2aCA106C1d19E7ab39DF6c,17518.734508171106
0x14E56Cf9e6257475F9B6310ADc98865Fc24D6504,90386.62026256512
0x14E5abca8d5bc5aB59C17010D4c782a4EAf8F9D5,5345.413541290025
0x14F0a3d41af8A5A0f65A68b159d343Dd4ff2D661,9.30748282270422
0x14F425e2dCDB9eFABAca25A4a74f823b142e2452,788960.2412327484
0x14F7cCa086A8BB71F72ca98bDa1CC5ee824197bc,3685.68502355478
0x14Fc8aABE41599FE54007d6087333DF332273977,96.7538728415369
0x14Fd9243Fb6645f9cb46a0e3E5984be9dFab6427,61924.4067047913
0x14a7bce8e3f09393ffD42C816B10Db269A930a4D,7.248179555210445
0x14aB669FE825fd2c21382Fc4904753B1DB9e3032,1216204.2347509663
0x14b2f4fd2B33bA2793CDedA93a560DD127974C97,1454338.1046723358
0x14b3Fb8aD83Fd0a5AF398B54315a449e7E29f664,796.9855618329465
0x14b7Ebc9Ce7eBcd2048bE0e0607ABC628B0B1F1A,469914.0314288228
0x14bA0D857C496C03A8c8D5Fcc6c92d30Df804775,379069.8215961226
0x14c348dE2De36d01C7Cd42CA2643bdd28D645691,1434.8966946680318
0x14c60DfC8d32c10052F2A1c20447c6167605d185,816.054803355693
0x14c8e6Aac36E0523aFcF0870866B61d15CDed5bC,31228.344447601827
0x14c9C85576643Df11A0E0162A30025F0664E3F32,37758.515586818605
0x14cE3E82F0B4278C2661dE9EC6f81E8D8810f65e,34878.88306853965
0x14cabDBac521Cf0225472ee5a2100217825Ddd32,10668.43319933443
0x14d182F455b907858298d0906893bA13207373D2,134664.5619128331
0x14d3e07e0df913e46690a4641171f3d0B5B48aEc,3229003.2583872145
0x14d421693fd8eca314eE008F6Fc3C3896731513D,199.8242593022378
0x14dBb3ad2717B9B4EB8913c733b23B6BF22DC5CE,627984.4623751969
0x14e5E38F68095C9BcaF577A3991B0fa6F356613e,4874.961247311607
0x14e5d0cD6a213cDB5EC7321C886Dd0993700432a,878.6874630842865
0x14e6b828AdB52153E5BF7C740A1a7312ef4B8711,43201.65993812749
0x14e70FB6fdcc3Aca4Ca559b642756ceCbA7715A9,18112.28704729458
0x14e97A7abf1C215c8d8DB664607Bba1F2512FbE9,23.079259033613987
0x14eC838cc4Dc3d81C2C5177920bab598079A3AA7,371045.8045402241
0x14ee849B9e2Bd534c02A04f337b063948ec57C4A,45307.26503938607
0x14f362542ce22A9cf392Ecc4e95b85837fab37E6,38765.310461856105
0x14f7E363e582E16a243cC0Cd7E97fa3Bc35B2042,3.232626420608394
0x14ff36402B633ffb9c3dF781d35F66D3b4f6265f,23251.397106744666
0x150EE4AE30e235376FE63819Cf48c75277E2c3F1,83250.63794120093
0x150Fe0d1d018e107e5aBB59a7d67a3Af1D8CDFf8,59882.2134087046
0x151D10A93C38EeE3E8Ae64236af71b907DBCB8f1,18245.812972961896
0x151E993037339717E3c91633D61E56C8303AdAB8,27008.276073398232
0x151a888f07771f92BCe7c737119B9C2556009D6c,44954.67463948809
0x15252c2FDc6B0301F14B5640E70f438d665894B1,27531.9523813487
0x15276967957b825e3E201F29929dEA85278a7F7F,16.95716474097113
0x1529A38853D27eF8A8745b4B7F9B2fE1e2a0b0F0,28.147814688549047
0x1529f046046C499FF01De84d1Cf21176cCE37651,298120.8932381858
0x152BE9d1C444eE5Dd3EdaBf6f1BA7f5546A4e15b,6.274297455164152
0x152f9c0a50eBb14D8800ac8BA6dB0A810E80BeAF,37301.99459411967
0x1530f1646029B51aFcD4D7f51710B38A1747DB6c,2336683.556716212
0x15313f60A152c5Ec9215235843d0E07a624631Ab,8.67081653640937
0x1531C41DbE76808641fA63867dB0A5Cdde75220c,485103.3078584373
0x1533a7245178d59EF757f1cDc3BDA9EC89b59a06,41750.40986224712
0x15390d4B6E1D01E86e253E9C75B6Fcbcf2120eE8,275125.76368991286
0x15391E14A74a808f5e7a2055E755BD7f3db97f40,146153.34910198156
0x153fDd06553a7D5dFBc308394B18B8ad81AB95e5,28377.80519214999
0x154001A2F9f816389b2F6D9E07563cE0359D813D,42682.98912528056
0x15402e52d860A1823c2942fcB78867a4481FBD8c,186196.6839310168
0x15438E76dC8508515953F4e7159B9ECe039273bd,3229.4662284209053
0x15451ABEe1598b970c153d66806AcE4a806FE34b,16505.007327875683
0x15462b9aF889b13CF156605323ed2FD0F4926162,6238.067901695746
0x15486ae319A650E02f4e570eD470fF1fCBf7d766,179.23018734407432
0x154d536C134bA3d92a9f90e202FedA54422e715B,35284.273204871584
0x1552Cc727C325A364C1dA9741FC4754E3C435CE3,3085.928432934012
0x155Aea6B2Dd5B23891BF7116C4f0B2c83ED588E6,90200.52877778972
0x155E7a257ddEd1286e2c26f24A124a8851599D6b,41390.006969047725
0x155d2915f96dEc60831938a0bdaB51df6059F909,30.80110092282193
0x1562e5a92cAB6797738ED9953429f29d4978C9F6,46.5410092859741
0x156735b3C918Ac87e64351415041422c1447250A,7677.738158739756
0x1567375f3011cC3fDb29E201E52f9d4dec6a1653,2047.165317248776
0x156A3241B37c6Cf1d226134E7540bCFce010D0d6,122.79445255656
0x156AfA05Af36B7a274BEcd6169c2E86E5D2811bb,6645.694853231389
0x156C20041E4DD3b4E39487cebE09b13f478D61Ff,3026649.007146314
0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F,98086.94499622672
0x156eB99Ef00f1B24De4985B03D0623d5E1F7fF1E,404513.6369020466
0x15704A4227D06f1D75347814d1635B9AD2691184,48766.43313804465
0x1571d32BB384C25a0E9aD53E4248810b9a670900,680.7347468159646
0x15728ec955DD08E22BAcf8f5FEc7dd46BE606a55,1697174.682448064
0x1575646747B92290d5Fc57B2c2Ff09881769a253,137100.14526339888
0x1576B2d7ef15a2ebE9C22C8765DD9c1EfeA8797b,1151.6564021167037
0x157Fb8A2947c35E756a5B1dB76a2157cb15C6742,21.09698449238892
0x157c7C9C3231E33F2575fd4cf6276779423b4348,24652208.29578688
0x157d50f55B6e7149d0b0238b6fEc820C469b2715,4442.249803782876
0x158255DcfB578e48f0F6E5339F2830b59f018a7E,566149.8256710921
0x1584153D6d99F906c47059f2C3bf53ebeAA4Dba0,18041.82356688641
0x15879446205a5482A4723cb0d5AB66E42394Ff75,16.1871886720037
0x1588087Bee79237b550c8Ba757332A073b1a2dFc,81.90641432730534
0x158ECa41F8ea57Fe7f4cb653a61500054F5720F6,392498.0155013631
0x158ea03DB194252f9facB6962d367d3bb53aFfCE,271224.6990824516
0x158fC5C57c179139078732b7746ACfbb2122de95,946.2666379149184
0x1591560FC90459467EdC2319adAa8438bC13A306,17162.86661800618
0x15927231133fe2E93876446899F4AD123fDb397B,7775.729259062926
0x159280A9D3eF28Ee97C8D830e9c106639D950ff5,101533.1275001335
0x15952e000D8417899Bd643C35D9ea195EC564e3D,29.52521690256954
0x1596460dd370BbBeE8150d2da21BBdA9396E9400,89858.21214146158
0x159D87B84691784893fCcD2acbaeDE5A67a28dfd,256891.4882805633
0x159bADDC5a2Ff18B2568b0b59949Db815F64590A,19995.48239752168
0x159c45a522a2d2cE1c9E74F08C5A8A22c9A4D501,44.2021935187999
0x159fB0f2d3e9D7ee2dFAD013E14098c11971972b,456.3564211626581
0x15B2c31102dF1BE8fC3Fd0601646fFECa2950401,59154.26787672002
0x15BB96A6aD73e09665DcDdAdb75690034C76C9e1,3762.289716736864
0x15BC539B99f7019FE0D025CE26Fda395b17B5F74,64567.589304991474
0x15BEFDB812690D02eCB4cDE372f42BF0A8c24d68,1016024.2636198936
0x15CA10371b66dBe6eFD5d25E97F8be9191Cc60cF,9014.88208151057
0x15Ce5d04f7Aa5034C3aaBc3B597bB0fe4396ca0A,597434.7881619118
0x15D06BAeE6A8a9B77B4398229f10A27EaeFbb455,330236.8789313221
0x15D0EdE3F9A095137210A92e5F5c0721C3b59BC8,9.979229838601707
0x15D2aD288fC7745Fd59F748f266dC6b9609DdF4A,25.107035765864968
0x15D49eA4E0DCcBE67E7af9F3210CC073a6175428,6.836754035670872
0x15D4fF73d77179b0f652c1Ee9B0eAa8602E38E28,8127.153233951955
0x15D59b3358Faa2F1B0Df2B92A172B453fa9FD833,1161862.912997262
0x15D79963F46E0C5Bf14c3c7484000a093fAA2416,39.387031305486126
0x15DB2B5729DF80E1f21f264C004Cf32881c79AC0,2861880.995282307
0x15De3378E1C3Dfc0bDE3326aB41cDF4870d7674F,3773.022298692381
0x15E7e224DCfa4dba59f342f01c70007B8a8F4AA0,952439.5198252322
0x15F12c7e02B83e2330B9Ccb674C4F46D6166825d,5189241.695824163
0x15F5C356656aBba5a4B51F342B65a2b0eD36AB71,13019.353435117126
0x15Fab1cC5262D69853b1196f74d38C7FC96Fc6D7,30.05399027747398
0x15FcEe36FbC1D6755A591e97ca4c0d43a8372d16,1501.5298568528035
0x15a8384CC74276AC4fe46FC865f92460E25409B3,92658.74830638149
0x15aA5f3790F6D1594b5af0E2C3FfdD0B25B6b393,31200.642089567227
0x15aad399c966273Ee3812F359989B01D07FC7754,76465.45427474222
0x15ae76920e6C3570E13e443677A0503E6e95bF79,8994893.975780468
0x15b2AC35EE289272a5587c98697ee0e107322B8f,267.7677002558115
